%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
1656060245806105769,1140,1656060245769439220,odom,base_link_38,-0.9666872996316008,-0.21529080694282618,8.339203040725155e-20,-7.125261079939281e-19,-1.5696535356766421e-18,0.2736233099632028,0.961836932252438,0.0052718440179685445,-1.1558514645267358e-07,-3.690738433960143e-23,1.280748931123979e-22,1.655094523612234e-22,-1.5876660080191496e-05,-1.1558514645266686e-07,0.005271973065973997,-1.6360881025345907e-23,7.532067889252032e-23,1.2047806320936451e-22,2.7048074774974037e-05,-3.690738433080234e-23,6.7599026970161196e-21,0.002333689003459862,-2.4779484132739667e-13,-9.762881412792002e-12,2.321647377301666e-27,-8.368313208033192e-23,3.463452598838207e-21,-2.4779484134063156e-13,0.001167841831576877,-1.3554345697334604e-15,9.829332925200389e-26,1.6550945256409605e-22,3.614488970645535e-21,-9.762881413639035e-12,-1.3554345697339278e-15,0.001167841831523509,4.8700577855215e-27,-1.5876660080191496e-05,2.7048074774974037e-05,8.783517371446515e-27,-5.104247316799109e-27,4.870119021888046e-27,0.006325676316058322,0.13372698030517727,0.001654069236371336,2.084868115955327e-18,-7.081579139984205e-18,-7.508994367712035e-18,-2.0228645090019986e-08,0.0009718050348331772,-5.399466810900167e-24,1.0382917480968502e-29,2.2411768059655483e-29,2.2604824278110985e-29,9.17348709015084e-25,-5.399466219254488e-24,0.0009718050348331773,2.370681301854766e-30,2.389774053077629e-30,3.4744022414598597e-31,4.015595605965322e-26,-3.544500060483728e-30,6.576931295705042e-31,0.0015564578482607718,-3.7201699922670044e-16,-1.4657193308200573e-14,-8.221064257510993e-33,-1.3549180290534365e-30,-6.2001936436738635e-31,-3.720169992267367e-16,0.0003906045220360252,-2.027748943411878e-18,2.200562127350814e-30,-1.4677077289437223e-30,3.4744146319050013e-31,-1.465719330820263e-14,-2.027748943411908e-18,0.00039060452203594547,-1.940038169843497e-30,9.17348709015084e-25,4.015561295523363e-26,5.327342727557278e-33,2.2005620894803307e-30,-1.9161207352425606e-30,0.0007774974475923507
1656060245840744010,1141,1656060245800155163,odom,base_link_38,-0.9632487927369111,-0.21076901894678435,1.9539828340046924e-18,-1.0632387614907725e-18,1.085831772832424e-19,0.29697087336414313,0.9548865379579597,0.00014742296211359574,-6.221812857299801e-15,-2.3282856107559574e-27,1.0213862373116041e-24,-2.7079258847346997e-27,-1.7070089712947246e-12,-6.2218129102393604e-15,0.0001474229621202987,-5.088807188063109e-25,1.3872418447755698e-27,1.0100114778234309e-24,2.7918272958748526e-12,-3.7896778550961994e-27,1.2721509728483175e-25,0.00017650630029372402,1.90137310222453e-14,-6.679753966454437e-13,-7.923224414406469e-28,-1.1876691562667393e-25,2.4920948193269998e-27,1.9013731018936577e-14,8.925046554084874e-05,7.089177357812982e-18,-4.789562109454441e-28,-4.862271202152589e-28,-1.2848449957048225e-25,-6.679753966454437e-13,7.089177294618913e-18,8.925046554060089e-05,7.953119404800362e-28,-1.7070089679065929e-12,2.791827302651116e-12,-1.5696270977335042e-30,3.2446582230825016e-30,6.805172287550613e-30,0.00017650771955102056,0.12833235203240517,0.003726008922464581,2.6629713953030983e-18,3.970636578350147e-18,-2.9235046545242547e-18,0.16230673199926468,0.000768292889528928,3.5590591014499184e-16,6.251442595497642e-27,-4.533954174171206e-28,-1.1951572015050189e-26,3.449387034385356e-14,3.5590591017447443e-16,0.0007682928895466324,-7.146390938242962e-28,-2.2625899003904837e-27,-1.7285108080071097e-28,3.437917029650697e-12,-1.7672544058705006e-25,1.2988784698190708e-25,0.00011833604078083934,1.604098725094397e-19,-5.656301573874588e-18,4.9995734246162437e-26,-1.1753731461672675e-25,6.306642148707547e-26,1.6040987250943354e-19,3.107402148461917e-05,6.693500650790435e-23,-1.8578922843325006e-27,-1.1951122052852908e-26,-3.741839863147286e-28,-5.656301573875377e-18,6.693500650537657e-23,3.1074021484619227e-05,1.092816486882637e-27,3.44938703438533e-14,3.4379170296507227e-12,-9.413425417305314e-28,-1.4675773758723668e-27,1.0819507638578794e-27,0.00061458512446224
1656060245873227091,1142,1656060245835951090,odom,base_link_38,-0.9593738602163043,-0.20757943407554524,1.8561010487093525e-18,-3.8940601634666834e-19,1.1070910964534524e-18,0.3075409136919719,0.9515348582188186,0.0019372270281614679,-1.8288790537865079e-09,-9.34536872897425e-25,-5.813694348606784e-25,-2.422816359940824e-24,-4.868202772707024e-07,-1.8288790537864882e-09,0.001937228177363884,-1.7821973515726228e-24,7.7365011286188675e-25,-1.6276934091863988e-25,6.632319162393716e-07,-2.1269277364885318e-22,-1.7821973256394307e-24,0.0021497387539559623,1.885560377724946e-12,-7.744303794207347e-11,6.902406709688442e-28,1.0529793370222249e-22,5.536770644483279e-23,1.885560377724946e-12,0.0010758446950812656,8.656380233144484e-15,-1.3522401063907304e-26,-7.68452229377842e-25,-5.1447965320157824e-23,-7.74430379419676e-11,8.65638023197785e-15,0.0010758446947259498,1.4944271059159134e-28,-4.868202772707026e-07,6.632319162393715e-07,6.8664706834779455e-28,-5.977262130172165e-28,1.494205862046649e-28,0.0023242636832157353,0.14165922259441496,0.012302501288927297,-2.7009464668795124e-18,-7.892980395960285e-18,-7.045304102541108e-18,0.6195462633030979,0.000895164156557473,1.087964215049533e-24,5.569649218408429e-29,-4.707267250077937e-30,-5.793622010049826e-31,1.5602403088389713e-21,1.0879598686108345e-24,0.0008951641565574731,6.087315116301699e-30,8.951528377304323e-31,-3.1407104726071166e-30,1.6037388803144807e-19,4.208608792417575e-31,6.060323713873781e-30,0.001433811992247878,2.290328053334003e-15,-9.406750379721553e-14,5.633107759729803e-32,-2.186514678689608e-30,9.739503559860906e-31,2.290328053333986e-15,0.00035986666989819776,1.0192566583603195e-17,-4.5835882862554305e-30,-5.40776158484722e-31,2.524888401814932e-32,-9.406750379721505e-14,1.0192566583610985e-17,0.0003598666698977794,-1.07228038640106e-29,1.560240311994415e-21,1.6037388823339646e-19,-3.860412172669118e-33,4.6150326384300567e-29,4.0007922313419496e-29,0.0007161845020803534
1656060245906623459,1143,1656060245866539478,odom,base_link_38,-0.9552146522311492,-0.20642928286982573,1.544769445263184e-18,1.5049640678080965e-20,1.0379071120941561e-18,0.2815454234898582,0.9595479011033875,0.00012732382862049984,-2.9373494737104455e-15,-2.595300438253941e-27,6.668832039854854e-28,-1.0006430073136772e-24,-1.6817317226032035e-12,-2.9373494737104455e-15,0.00012732382862157667,-1.290360834588934e-27,2.555794215343709e-27,-5.01451121130392e-25,2.01136247312769e-12,-4.508459771388759e-27,-1.8225713765300548e-27,0.00015238789433309773,6.749403278607304e-15,-6.715778901329169e-13,-4.22030437410393e-30,4.14289271570614e-29,1.93032857616338e-27,6.749403277780123e-15,7.71912886732215e-05,2.5483654905961572e-18,4.288115143030685e-30,2.5249828819136815e-25,1.266710445373116e-25,-6.715778901858565e-13,2.5483654280168077e-18,7.719128867296791e-05,1.9056923819572819e-28,-1.6817317226032035e-12,2.0113624748217557e-12,-3.288730849152807e-30,-4.9740886217981994e-30,-1.973975068530558e-30,0.00015238892328431602,0.15115600514655053,0.0014704907619320507,-2.634249243458988e-18,-3.712679428780983e-18,3.464144141323543e-18,-0.16191228629759796,0.0007650715441394195,-4.156339309583631e-16,-8.955488417868684e-27,-1.7200027414005088e-26,9.464602850751628e-27,-1.6140584202301585e-13,-4.1563393103676236e-16,0.000765071544145218,-6.020977285853183e-28,2.3980416434850794e-27,8.550296768883354e-27,2.1321420408023467e-12,-3.140218002468961e-25,-5.120109727274782e-26,0.00010225711800998668,4.530613779610076e-20,-4.239430942654417e-18,2.6554174650986134e-26,-1.760288303780842e-25,-2.279687276786542e-26,4.530613779605146e-20,2.7054387185204514e-05,6.470118488367755e-23,9.823654317079266e-28,-1.583273274212008e-26,1.6101692628623213e-25,-4.239430942654417e-18,6.470118488656644e-23,2.705438718520446e-05,-1.4249478222701455e-27,-1.6140584202301578e-13,2.1321420408023597e-12,6.146480387053949e-28,9.499646241185698e-28,-1.056761474954166e-27,0.0006120343394871781
1656060245939691058,1144,1656060245902642727,odom,base_link_38,-0.9513327999932545,-0.20372682081662918,-6.173314589904652e-19,-3.5899357192961395e-18,-3.4634075616538884e-18,0.27404784308963626,0.9617160598107521,0.001932494267357878,-2.1395696102558226e-09,3.092451435642911e-24,2.551899471809837e-23,1.6457258080487586e-23,-4.631401341454602e-07,-2.1395696102555355e-09,0.0019324961128140787,1.0458336589959632e-24,2.13817084204852e-23,9.525187491224157e-24,7.041123300345071e-07,-2.1626505382467334e-25,1.0716868146851147e-24,0.0021681754002397654,1.7876096280827988e-12,-1.0607460632197769e-10,1.7767807736893976e-28,2.551918593432392e-23,2.1381831137252482e-23,1.7876096280844532e-12,0.0010850592560954127,9.716058447628872e-15,-9.558341302434456e-27,1.4802704753319236e-23,9.525066248686751e-24,-1.0607460632197769e-10,9.71605844897427e-15,0.0010850592555190295,-5.129304479986009e-27,-4.631401341454602e-07,7.04112330034507e-07,1.7767703964720473e-28,-9.154444520814722e-27,-5.100518829536607e-27,0.0023185841866788155,0.1326534100592734,0.005150890108606216,-2.2125538676455947e-18,-1.3441085032276943e-17,-2.6138551781457542e-18,-0.43235145336850983,0.0009028479136981859,-2.7360748468470313e-24,-1.1844270181483357e-28,-7.153379943170644e-30,1.1778378316293165e-28,-1.1541729973042917e-20,-2.7360759438567276e-24,0.0009028479136981859,-1.7879794840650982e-30,4.992742358158337e-31,2.853302465380241e-30,1.6159777727641878e-19,7.048123465580529e-30,-2.2861093051444378e-30,0.001446100959637647,2.191378566798065e-15,-1.3003378189734298e-13,-1.9338337321410018e-32,-4.276498390500591e-30,-4.057490640951406e-31,2.191378566798071e-15,0.0003629267761819936,1.1494690299022085e-17,-1.275487730150532e-29,-8.454200622078871e-31,2.8755645490491182e-30,-1.3003378189734367e-13,1.14946902990116e-17,0.0003629267761813117,3.8720923600698134e-30,-1.1541729960421143e-20,1.6159777727641878e-19,-1.8310744222256097e-32,-1.2754877372844282e-29,4.2316921910580796e-30,0.0007223316512909479
1656060245972832406,1145,1656060245933309078,odom,base_link_38,-0.947652162899817,-0.20059057244472217,-9.846531858924681e-19,-2.2156556471317515e-18,-2.231552163404522e-18,0.28153354086869764,0.9595513875587557,0.001535316015267209,-1.5806359538330739e-15,-2.5991739281415504e-26,3.2053881538509426e-24,3.946073208684312e-26,-3.8849794497210406e-12,-1.5806359505243514e-15,0.0015353160152685732,-1.5921108348175641e-24,1.5051815449753292e-25,6.078680412406411e-26,5.7507231585079066e-12,7.708101415626436e-26,1.8241229589151235e-24,0.0018419796963008773,3.0273123683028276e-13,-5.67616848739605e-12,-6.571871794140437e-27,-1.5876085869661967e-24,1.0248848752508794e-25,3.0273123685675254e-13,0.0009219877786062266,1.2424082407152617e-15,-4.3582643826796014e-27,8.733813230547173e-26,6.739714634666486e-26,-5.676168485701984e-12,1.2424082422740004e-15,0.0009219877785829919,1.5120765120913453e-30,-3.8849794522621394e-12,5.750723156813841e-12,-1.0171608891334893e-29,-3.7367351005964174e-29,-6.829417939513581e-29,0.0018419797862999744,0.13557809977798205,0.005596841279684271,1.5643734505687708e-18,-2.807482233881148e-18,1.5768919422243769e-18,-0.43207587034617456,0.001683302432554079,-2.3252396456543003e-14,1.1487708350041611e-24,-1.687750316328377e-24,1.0224352981865842e-24,-5.529033825243834e-11,-2.325239647310409e-14,0.0016833024334347874,1.2729256195447367e-25,-1.9709656102693146e-25,1.2508723312484878e-26,1.413413403073704e-09,1.1410489833154206e-24,1.2562859659869957e-25,0.0012286519788052676,2.834227472437812e-16,-5.315029116325532e-15,1.0215165249610081e-25,-1.4398738389385123e-23,-2.069967115336045e-23,2.834227472437662e-16,0.00030865527473941673,1.16044667101847e-18,7.418604922438387e-26,2.1520710616102022e-23,-1.269999479909703e-23,-5.315029116325481e-15,1.1604466710181618e-18,0.000308655274739395,9.136226828790105e-26,-5.52903382524385e-11,1.4134134030737041e-09,1.9852743125831255e-27,2.4225223760299475e-27,-8.815473990605203e-27,0.001335447104410514
1656060246006412469,1146,1656060245969547749,odom,base_link_38,-0.9429114886727098,-0.1973583326884858,1.4473853409082036e-18,-5.898655137806977e-19,-3.855690841972167e-19,0.28902338282510176,0.9573220378641321,0.003347271478230079,-2.145936493603585e-08,-4.2465718021531727e-23,3.0409826104866867e-23,1.4341666605176336e-23,-5.280704073553396e-06,-2.1459364936035937e-08,0.003347286852080735,-2.54717991259722e-23,1.9362417931932084e-23,-5.8332155466359e-24,7.500865371757616e-06,-4.246488358672632e-23,-3.413603119056343e-21,0.0021763185934445288,4.714146343947468e-13,-8.078697783069349e-12,3.9702554633152694e-27,-3.304782404145883e-21,3.4074942078366486e-21,4.714146342888677e-13,0.0010891568621348177,2.339691069680669e-15,-1.5845494312272928e-27,-3.320849802973643e-21,-5.877221784989546e-23,-8.078697783069349e-12,2.3396910696806436e-15,0.001089156862094852,3.9769563289314497e-29,-5.280704073553396e-06,7.50086537175762e-06,1.0713202730894541e-28,3.2082192647265403e-28,1.44631509899644e-29,0.0040163003586482105,0.16040071496596167,0.004627106011178503,3.4497772249932224e-18,-3.748750634666588e-18,-6.516727533711458e-18,0.43094480262755974,0.0009062343478941502,-4.1113074841456145e-22,1.974803799688601e-29,-1.0670285016101375e-29,1.5396743352902827e-29,-1.2822568053589461e-18,-4.111307421036742e-22,0.0009062343478941505,1.6391012509974984e-30,-1.2983961278917905e-29,-1.2239769917221996e-29,3.261373825448478e-17,-2.7552928448694425e-30,1.5860244739786753e-30,0.0014515443727822976,6.157539946850608e-16,-1.0552264737203484e-14,-3.048822524621279e-31,-1.0670753829697106e-29,-1.5654818926417348e-29,6.157539946851497e-16,0.00036437702149815,3.0462746165983987e-18,7.431579607165046e-30,1.6425721413588976e-29,-9.50551085049764e-30,-1.0552264737204338e-14,3.046274616598221e-18,0.0003643770214980978,-7.470433526836623e-30,-1.2822568053589461e-18,3.261373866807509e-17,-3.8764645588629024e-30,-1.6267131284655588e-28,1.6471634474512818e-28,0.0007250409868516938
1656060246039802163,1147,1656060245997353554,odom,base_link_38,-0.939775034413018,-0.19559679140614494,8.78944414494393e-20,-1.068036439819945e-18,-9.808253070592305e-19,0.2964284416363102,0.9550550659459739,0.004737626588455991,-9.868552667151593e-08,-1.7927929201211327e-23,1.3535722754143465e-22,3.8938777832126787e-23,-1.5733612074612074e-05,-9.868552667148036e-08,0.0047376965785856364,-1.7165488948672447e-23,9.86736114030261e-23,4.1211673915297205e-23,2.2262785186389206e-05,-6.794191511639737e-21,6.864977204149483e-21,0.0016703469347480004,1.0995474197281463e-13,-6.195374587323742e-12,-4.71083217623482e-27,2.947810913965453e-23,3.433865841361754e-21,1.0995474194634485e-13,0.0008361714055299086,4.947537884459161e-16,2.814633782565728e-26,-6.737324653063563e-21,9.415133067010007e-23,-6.195374586476709e-12,4.947537853398363e-16,0.0008361714055020557,-1.9460521029132708e-25,-1.573361207461206e-05,2.226278518638921e-05,-7.201046003182486e-27,2.653075071953864e-26,9.86737761534564e-27,0.005684649083380751,0.13036971114341755,-0.009691939125016398,-1.5278956570380586e-18,2.617804381506889e-18,-6.731225579780004e-19,0.556967746193032,0.0006956781801708605,-9.395047634808262e-25,2.5944262063911743e-31,8.715233149486232e-30,8.926682297915527e-30,3.8179007777290073e-23,-9.395047634808262e-25,0.0006956781801708605,5.769796458259969e-31,5.548509650907668e-31,-7.266338747393831e-31,-1.7244853089695392e-21,2.5723196860605226e-31,5.691012078231459e-31,0.0011142301423228138,8.463115924938075e-17,-4.768292372097865e-15,-9.260640264542522e-30,-1.0661722783713348e-30,-5.632641214172362e-32,8.463115924937404e-17,0.000280049846745373,3.798498659883968e-19,-2.202065990442134e-31,-6.904982491117204e-31,-1.1545721644681408e-31,-4.768292372096727e-15,3.7984986598949035e-19,0.00028004984674535167,4.252986589965309e-30,3.8179007801941977e-23,-1.7244853081806783e-21,1.837938302308132e-29,-2.2023421957987337e-31,-3.651352971687225e-29,0.0005566490923702186
1656060246072919877,1148,1656060246072095156,odom,base_link_38,-0.9311592148442287,-0.1905315775438794,2.413867716821727e-15,4.145053973280196e-16,-8.948017351430447e-16,0.3162416289731263,0.9486786769525409,0.008478936507256358,-5.965968717783061e-07,-2.005350502624556e-19,2.968635423917261e-20,1.4991674833056095e-19,-4.4621768201317945e-05,-5.96596871778323e-07,0.008479508374159568,-1.0648792333762657e-19,-6.33178890497204e-21,9.577173493914023e-20,7.140091466391256e-05,-2.005350502624556e-19,-9.290892640195607e-20,0.006161154829940472,-9.381829198435236e-07,-8.339056412720763e-06,5.621455627218587e-23,1.61338270830545e-20,7.220738251146069e-21,-9.381829198435236e-07,0.0030814329591342476,2.1763004663670848e-13,1.32204188888736e-23,1.4906971538330665e-19,9.57717349387458e-20,-8.339056412720763e-06,2.1763005002484026e-13,0.0030814329590883012,2.8990946090391774e-23,-4.4621768201317945e-05,7.140091466391256e-05,5.600150071890378e-23,1.3220418895036576e-23,2.8990946090388765e-23,0.01017225702921193,0.1372796117921098,-0.009189568216925181,2.6367796834847468e-15,-1.5712306444961592e-15,-2.2641000600020935e-15,0.5569677463136031,0.0026493392936081783,1.0512719995396905e-16,1.6349741794993438e-24,1.2664924627756655e-24,-6.596866992905919e-25,1.7104742398191442e-17,1.0512719995396905e-16,0.0026493392936346987,1.3609806990107402e-24,9.367298851713915e-25,2.666512844748193e-27,-2.3243779010871853e-16,1.5865065654825648e-24,1.3609806990107402e-24,0.004106235347097178,8.45434921326405e-17,-4.763353771787398e-15,1.0469004627624257e-24,1.240643463063836e-24,9.367298851713798e-25,8.45434921326397e-17,0.0010274658661850703,3.79849865996208e-19,-6.853898178393592e-25,-6.855356990009168e-25,2.6669072751890485e-27,-4.7633537717874e-15,3.7984986599818014e-19,0.001027465866185049,-1.1352489868473806e-24,1.7104742424040836e-17,-2.3243779010871853e-16,1.0469004627624257e-24,-6.853906067032737e-25,-1.0835509874267308e-24,0.002051481131249937
1656060246139441833,1149,1656060246102529287,odom,base_link_38,-0.9413292248990985,-0.1973001538352206,-2.4676678244425543e-15,-4.149830507375844e-17,5.509934863513858e-16,0.49686971511283495,0.8678251472524233,0.0015237097759917375,-1.9608588520741826e-14,-1.195036392164609e-23,1.8768036718640948e-24,2.6855017630248768e-24,1.1916659432877069e-11,-1.9608588520750427e-14,0.001523709776884896,-4.059310635148248e-24,2.083224811833593e-25,2.7000946650100946e-25,-1.3290074474719472e-09,-1.1951980335774301e-23,-4.05971393407868e-24,0.0018271590410293757,3.053882937122908e-10,1.5967916952054604e-10,3.371963607657476e-27,1.8784190669135133e-24,2.083201175786798e-25,3.053882937122907e-10,0.000914144175304551,-5.3769426537246636e-14,6.440520462138426e-25,2.685503727029317e-24,2.704143983080244e-25,1.5967916952054594e-10,-5.376942655181466e-14,0.0009141441753792723,-3.239250947360961e-25,1.1916659432877017e-11,-1.3290074474719472e-09,-4.139104110431229e-27,6.440889675352078e-25,-3.303980622388752e-25,0.0018280480948990375,0.0012895185635751433,-0.009038355995251105,3.3428418129694015e-16,3.432718632862991e-16,2.957525296787565e-16,2.4443577465475705,0.000761385103982483,3.86805663296905e-23,3.834076166703873e-25,-1.2830468534473547e-28,-1.0188977531200619e-28,-8.42293491446116e-23,3.868056642829811e-23,0.0007613851039824826,-1.5914769965086447e-25,5.393085909045131e-29,2.831860672859787e-29,-2.297989290957249e-21,3.8337287837478023e-25,-1.5914735809192173e-25,0.0012184760475723337,8.974516703996599e-14,4.69252487202645e-14,1.3276370285555085e-28,-1.289790651795353e-28,5.354083430339918e-29,8.974516703996604e-14,0.0003054511188633713,-1.475417794943171e-17,-3.806319980306216e-25,-6.751026302903995e-29,2.798137492809582e-29,4.6925248720264513e-14,-1.4754177948250582e-17,0.00030545111886339177,1.5805277252811313e-25,-8.422931620966881e-23,-2.2979892530919256e-21,-5.662390163838659e-28,-3.8068581156948316e-25,1.753218774589838e-25,0.0006092144166984928
